title,label,label_score
manfaat mengonsumsi vitamin teratur tubuh,clickbait,1
penurunan suku bunga langkah ekonomi indonesia,non-clickbait,0
kepala bappenas kembangkan enam kota metropolitan jawa,non-clickbait,0
besok pemkab bekasi perkenalkan mobil kancil angkutan umum,non-clickbait,0
demonstrasi kota sorong dibubarkan pendemo diamankan,non-clickbait,0
bpk 14965 senilai rp1035 triliun,non-clickbait,0
ombudsman apresiasi bea cukai jateng daerah istimewa yogyakarta,non-clickbait,0
persamaan hak narapidana alasan remisi koruptor dipermudah,non-clickbait,0
oktober 2019 revitalisasi pelayaran kepulauan seribu,non-clickbait,0
100 perusahaan digital ramaikan indonesia fintech summit and expo 2019,non-clickbait,0
menkumham khawatir revisi uu pas untungkan koruptor,non-clickbait,0
pamitan imam nahrawi angkut barang miliknya kantor kemenpora,non-clickbait,0
persija tekuk bali united,non-clickbait,0
vanuatu solomon angkat rusuh papua dewan ham pbb,non-clickbait,0
menko polhukam lantik 4 pejabat fokus atasi isu papua uu kpk,non-clickbait,0
cuaca buruk tim sar cari pesawat kargo hilang kontak puncak papua,non-clickbait,0
istri gus dur kecewa pemerintah dpr sahkan revisi uu kpk,non-clickbait,0
70 tahun diplomatik ri rusia pererat hubungan lomba esai,non-clickbait,0
dampak kabut asap bmkg kualitas udara palembang berbahaya,non-clickbait,0
bpjs kesehatan raih penghargaan revolusi mental awards 2019,non-clickbait,0
bangun kota metropolitan koordinasi antisipasi urbanisasi,non-clickbait,0
persija tersungkur menjamu bali united,non-clickbait,0
imlow apresiasi ekspor ulang kontainer limbah plastik impor,non-clickbait,0
8 minuman teraneh dunia berani coba ,clickbait,1
dki dorong kepulauan seribu pusat wisata konservasi laut,non-clickbait,0
darmin pelonggaran ltv dongkrak daya beli,non-clickbait,0
imigrasi layani masyarakat probolinggo pasaman,non-clickbait,0
70 menit tenggelamkan popularitas eden hazard,clickbait,1
korut diprediksi 40 hulu ledak nuklir tahun,non-clickbait,0
ruu kuhp ditunda ketua dpr berharap turunkan tensi politik,non-clickbait,0
enam pelaku penyerangan warga bukit duri ditangkap,non-clickbait,0
imac resmi hadir badan mediasi independen,non-clickbait,0
rupiah ditutup membaik dolar as tergelincir,non-clickbait,0
karhutla dinilai tanggung jawa kapolda pangdam,non-clickbait,0
ditangkap pasangan asyik bercinta mobil polisi,clickbait,1
panglima tni terima gelar honoris causa uns,non-clickbait,0
jajal mobil listrik anies konvoi mobil mewah pebalap sean gelael,non-clickbait,0
eropa tekan dpr pasal lgbt dihapus,non-clickbait,0
bantu dunia usaha selesaikan utang piutang akpi tingkatkan kompetensi,non-clickbait,0
ulang tahun rm bts sumbang rp11 miliar sekolah tuna rungu,non-clickbait,0
bmkg kerahkan posko teknologi modifikasi cuaca,non-clickbait,0
panglima tni raih gelar doktor kehormatan uns,non-clickbait,0
mahasiswa cirebon demo tolak revisi uu kpk karhutla,non-clickbait,0
jokowi bersikap ruu pemasyarakatan,non-clickbait,0
bupati darwis apresiasi bpk perwakilan provinsi gorontalo,non-clickbait,0
penurunan uang muka kpr 5 rumah,non-clickbait,0
kemenperin sistem imei pakai tinggal tunggu regulasi,non-clickbait,0
btn pede relaksasi ltv pacu penyaluran kpr non subsidi,non-clickbait,0
korsleting listrik rumah cilandak ludes terbakar,non-clickbait,0
jokowi menaker hanif dhakiri jabat plt menpora,non-clickbait,0
kpk pastikan penyidikan menpora revisi uu kpk,non-clickbait,0
kementan optimis target swasembada daging sapi 2026 tercapai,non-clickbait,0
alasan jokowi hanif dhakiri plt menpora,clickbait,1
ruu kuhp australia keluarkan travel advice,non-clickbait,0
terganggu kabut asap jarak balapan tour de siak 2019 dipangkas,non-clickbait,0
provokasi papua veronika koman ditetapkan buronan,non-clickbait,0
tangani tumpahan minyak penutupan sumur yya1 ditarget september 2019,non-clickbait,0
presiden madrid incar xabi alonso gantikan zidane,non-clickbait,0
pkb siapkan pengganti imam nahrawi,non-clickbait,0
pemkab bolsel hadiri rakernas apkasi 2019,non-clickbait,0
kalimantan voting pilkades tabalong berjalan sukses,non-clickbait,0
istana perwakilan pemerintah china puji jokowi,non-clickbait,0
manfaatkan karhutla sindikat internasional gagal selundupkan sabu jakarta,non-clickbait,0
kucuran modal asing indonesia september 2019 capai rp1899 triliun,non-clickbait,0
pendampingan keluarga kemen pppa kembangkan puspaga,non-clickbait,0
gunung raja paksi raih dana ipo rp1033 triliun,non-clickbait,0
samsung perbarui keamanan galaxy a80 s8 series galaxy a5,non-clickbait,0
pembangunan sektor kesehatan sulut fokus pengembangan sdm,non-clickbait,0
solskjaer puji penampilan pemain muda manchester united,non-clickbait,0
bahayakan penerbangan 250 liter miras 117 power bank dimusnahkan bandara sam ratulangi,non-clickbait,0
ylbhi curiga modus pasal penghinaan presiden,clickbait,1
dandim 1414 tana toraja pimpin pemadaman karhutla,non-clickbait,0
arsenal puji penampilan pemain muda kalahkan frankfurt,non-clickbait,0
pesan tiket pesawat chat wa line,non-clickbait,0
seekor tokek recoki duterte berpidato,clickbait,1
anggota dpd papua barat digugat 6 anggota mrpb pn jakpus,non-clickbait,0
klasemen lengkap liga europa 20192020 matchday pembuka,non-clickbait,0
sam eggington rebut sabuk kelas welter super ibf internasional,non-clickbait,0
pemindahan kota negara sinergi antarlembaga,non-clickbait,0
sektor kesehatan hadapi era industri 40 menkes nila butuh optimisme,non-clickbait,0
prosesor lengkap huawei bidik pasar komputasi berbasis ai,non-clickbait,0
tips balado ikan mujair renyah,clickbait,1
koalisi saudi luncurkan operasi militer yaman,non-clickbait,0
ihsg diprediksi menguat pilih 6 saham,clickbait,1
bentuk menyerupai cawan china zun ikon beijing,non-clickbait,0
lapan pantau 281 hotspot wilayah sumatera selatan,non-clickbait,0
etika penelitian,clickbait,1
polda kepri gravity enduro indonesia gelar bhayangkara enduro 2019,non-clickbait,0
rawan kejahatan polda bali polres bandara ngurah rai dibangun,non-clickbait,0
penurunan suku bunga diprediksi ihsg rebound,non-clickbait,0
pangdam cenderawasih kunjungi korban penembakan ksb papua,non-clickbait,0
pesantren dana abadi alokasi dana pendidikan,non-clickbait,0
peta kota kaltim selesai oktober,non-clickbait,0
duterte rp268 juta penangkap penjahat hidup mati,non-clickbait,0
hasil lengkap pertandingan liga europa 2019,non-clickbait,0
rupiah pekan dibuka lesu pounds bangkit,non-clickbait,0
genjot investasi kek tanjung lesung pemkab pandeglang permudah calon investor,non-clickbait,0
pengamat hujatan marak medsos pasal penghinaan presiden relevan,non-clickbait,0
pupr hibahkan aset rusun rusus senilai rp1026 triliun 76 kabupaten kota,non-clickbait,0
tangani hoaks indonesia malaysia bidang government public relation,non-clickbait,0
kolabora hadirkan coworking space full service berstandar hotel,non-clickbait,0
pahlawan man united solskjaer  mason greenwood pemain alami,non-clickbait,0
aurum digital hartadinata kembangkan platform jual beli emas online,non-clickbait,0
harga huawei mate 30 porsche design rs tembus rp33 juta,non-clickbait,0
agung laksono alasan digelarnya munaslub mkgr,non-clickbait,0
advokat didakwa suap rp529 miliar aspidsus kejati jateng,non-clickbait,0
pemanfaatan energi terbarukan pertumbuhan ekonomi,non-clickbait,0
tol layang jakarta cikampek ii operasional november 2019,non-clickbait,0
penurunan suku bunga mendorong investasi,non-clickbait,0
kapal induk inggris hms prince of wales berlayar perdana,non-clickbait,0
greenwood solusi lini united,non-clickbait,0
kesejahteraan pegawai kpk menurun berstatus asn,non-clickbait,0
tbbm pertamina rewulu bina desa gamol ekonomi ramah lingkungan,non-clickbait,0
uu pemasyarakatan atur narapidana berhak rekreasi,non-clickbait,0
icar asia akuisi carmudi indonesia senilai usd3 juta,non-clickbait,0
kapolda metro jaya berharap pkmnu minimalisasi gerakan radikalisme,non-clickbait,0
asn wadah pegawai kpk dinilai relevan,non-clickbait,0
kisah si mungil pengawal laut nusantara,clickbait,1
distan indonesia ditjen psp siapkan rancangan kegiatan 2020,non-clickbait,0
munaslub mkgr ricuh polisi pastikan situasi kondusif,non-clickbait,0
kementan tegaskan realokasi pupuk subsidi sumut,non-clickbait,0
kominfo panggil lion air group terkait kebocoran data pelanggan,non-clickbait,0
van dijk terima liverpool dikalahkan napoli,non-clickbait,0
bmkg prediksi cuaca jakarta cerah berawan,non-clickbait,0
arsenal bungkus kemenangan kandang eintracht frankfurt,non-clickbait,0
perry warjiyo bank turunkan suku bunga kredit,non-clickbait,0
pipa air 3 km gunung merbabu terbakar,non-clickbait,0
pentagon iran bertanggung serangan saudi,non-clickbait,0
ganjar pranowo lantik pengda kagama sulawesi utara,non-clickbait,0
kontribusi perekonomian pemerintah serius kembangkan umkm,non-clickbait,0
waspada  abaikan ancaman hipertensi,clickbait,1
jadwal klasemen grup kualifikasi piala asia 16 2020,non-clickbait,0
inovasi sistem kesehatan pemerintah kota kabupaten,non-clickbait,0
as aliansi teluk bahas respons serangan saudi,non-clickbait,0
data pelanggan lion air bocor menkominfo bukti urgensi ruu pdp,non-clickbait,0
harga minyak dunia jalur tertinggi tengah ketegangan timur tengah,non-clickbait,0
rayakan ulang tahun dufan ajak 1500 anak yatim main,non-clickbait,0
wakil bupati morowali najamudin lantik penjabat kades anggota bpd,non-clickbait,0
wejangan paulo maldini jelang ,clickbait,1
iran ancam perang habis habisan as resolusi damai,non-clickbait,0
phe onwj paparkan tahapan penanganan tumpahan minyak,non-clickbait,0
bank indonesia proyeksi september 2019 deflasi,non-clickbait,0
presiden jokowi pengesahan ruu kuhp ditunda,non-clickbait,0
bupati pasangkayu serahkan apbdp 2019 ranperda apbd 2020 dprd,non-clickbait,0
35 bank genjot penyaluran kredit denda,non-clickbait,0
ketua pbnu desak dpr sahkan ruu pesantren,non-clickbait,0
hasil free practice 1 pembalap ahrt kelas ap250 ss600,non-clickbait,0
pemkab morowali bersyukur beroperasinya kantor cabang bri,non-clickbait,0
muhammadiyah surati dpr pengesahan ruu pesantren ditunda,non-clickbait,0
keamanan dki registrasi ulang pencari suaka,non-clickbait,0
perusahaan penerima kawasan berikat bea cukai yogyakarta bertambah,non-clickbait,0
fintech amartha salurkan pendanaan rp135 triliun,non-clickbait,0
rupiah siang menguat terbatas ihsg jatuh 2714 poin,non-clickbait,0
duluan  jepit bulu pakai maskara ,clickbait,1
susunan pemain brunei vs timnas indonesia 16,non-clickbait,0
memperkenalkan indonesia bratislava batik,non-clickbait,0
pertamina ep aktif tanggulangi darurat karhutla wilayah kerjanya,non-clickbait,0
munas dinilai reformasi partai golkar jilid 2,non-clickbait,0
giias makassar 2019 catatkan kontribusi positif,non-clickbait,0
barisan relawan jokowi revisi uu kpk,non-clickbait,0
ciptakan alat bantu pernapasan fk uns kirim tim riau palangkaraya,non-clickbait,0
dpr klaim surat muhammadiyah diakomodir pengesahan ruu pesantren,non-clickbait,0
pekan rupiah diprediksi fluktuatif pasca bi turunkan suku bunga,non-clickbait,0
dinas marga dki percepat pasang marka jalur sepeda,non-clickbait,0
bea cukai ternate ekspor perdana komoditas rempah pala,non-clickbait,0
bea cukai kembalikan impor limbah mengandung sampah b3,non-clickbait,0
polisi gerebek lokasi pembuatan miras ilegal tengah hutan papua,non-clickbait,0
bejat kakek tukang potong rambut tega cabuli murid tk,clickbait,1
gubernur bi pastikan indonesia alami resesi,non-clickbait,0
gelar aksi kpk demonstran bentrok polisi,non-clickbait,0
pembunuhan suami anak tiri polisi periksa kelvin,non-clickbait,0
jepang houthi serang kilang minyak saudi iran,non-clickbait,0
besok pemprov dki jakarta umumkan tanggal balapan formula,non-clickbait,0
hiu paus terjebak kanal intake pltu paiton berhasil dievakuasi,non-clickbait,0
china open greysiaapriyani pulangkan runner up kejuaraan eropa,non-clickbait,0
tersangka kpk imam nahrawi doa kiai,non-clickbait,0
pangkas tengkulak tbbm pertamina rewulu inisiasi program japangmas,non-clickbait,0
lapak bijih plastik dilalap si jago merah 15 mobil damkar dikerahkan,non-clickbait,0
palsukan keterangan akte otentik henry gunawan istri dijebloskan penjara,non-clickbait,0
20 hektare hutan kawasan danau toba terbakar,non-clickbait,0
kepolisian negara asean wujudkan stabilitas,non-clickbait,0
mnc sekuritas resmikan galeri investasi bei universitas riau kepulauan,non-clickbait,0
propertyguru gelar indonesia property awards 5,non-clickbait,0
bnn klaim penyelundupan narkotika indonesia menurun 30,non-clickbait,0
teknologi unsur dukung sdm unggul indonesia,non-clickbait,0
iran serangan berujung perang skala,non-clickbait,0
ritual kubur 5 kondisi mbah pani,clickbait,1
level indeks standar pencemaran udara level berbahaya,non-clickbait,0
amankan perbatasan xl axiata bakamla bangun desa maritim asahan,non-clickbait,0
langgar aturan jam operasional pemkot bekasi tahan 30 truk tanah,non-clickbait,0
13 wanita berhubungan seks ruangan gelap,clickbait,1
bus truk tabrakan jalan medan pematangsiantar sopir luka parah,non-clickbait,0
program kementan berdayakan rumah tangga miskin malang,non-clickbait,0
mandiri syariah wali amanat penerbitan sukuk pnm rp435 miliar,non-clickbait,0
status asap berbahaya act bagikan ribuan masker warga terdampak,non-clickbait,0
ylki pemprov dki hentikan pemotongan kabel optik,non-clickbait,0
pemprov dki miliki rencana induk kota ramah sepeda,non-clickbait,0
pelatih psg fans soraki neymar laga vs strasbourg,non-clickbait,0
denpasar kota metropolitan berbasis budaya,non-clickbait,0
jamaah haji sulut bandara sam ratulangi manado,non-clickbait,0
cukai picu rokok ilegal pemerintah intensifkan penindakan,non-clickbait,0
pemerintah tetapkan rencana kebijakan cukai hasil tembakau tahun 2020,non-clickbait,0
transaksi ganja warnet masjid 3 pemuda sungaipenuh diringkus,non-clickbait,0
airin gema golkar gelar pengobatan gratis,non-clickbait,0
tertibkan wajib pajak pemkot makassar pasang alat rekam online,non-clickbait,0
buruh kbb demo dprd tolak kenaikan bpjs kesehatan,non-clickbait,0
3 polda metro gulung 10 pelaku penggelapan mobil kredit,non-clickbait,0
simpang siur label halal daging impor respons ginsi,clickbait,1
pemkot depok larang penggunaan rokok elektrik,non-clickbait,0
revisi uu 302002 dinilai kpk mati,non-clickbait,0
bea cukai rangkul akuntan indonesia tangani proses bisnis lintas negara,non-clickbait,0
pam jaya salurkan tangki air bersih kalideres,non-clickbait,0
polda segel 5 lahan sawit milik koorporasi terbakar kalbar,non-clickbait,0
laode karyawan kpk menangis pasca revisi uu disahkan,non-clickbait,0
marquez perburuan gelar juara dunia motogp 2019,non-clickbait,0
china desak as berhenti campur tangan hong kong,non-clickbait,0
komisi xi lanjutkan gelar fit and proper calon anggota bpk,non-clickbait,0
suasana nyaman periksa gigi,clickbait,1
kodam tanjungpura gelar operasi mandiri tanggulangi karhutla,non-clickbait,0
1 kg sabu sabu diamankan petugas avsec hang nadim,non-clickbait,0
temui ketua pdip solo sinyal putra jokowi maju pilwalkot menguat,non-clickbait,0
dukung penuh riset indonesia toyota gandeng ugm,non-clickbait,0
kemkominfo sosialisasikan manfaat bantuan sosial kpm bpntpkh,non-clickbait,0
kedai kopi 98 tawarkan konsep kemitraan royalty fee,non-clickbait,0
5 bandara ap ii sukses selenggarakan keberangkatan kepulangan jemaah haji,non-clickbait,0
lavrov serukan penyelidikan independen serangan kilang minyak saudi,non-clickbait,0
wisatawan malaysia tewas terseret ombak nusa penida,non-clickbait,0
babak timnas indonesia 16 vs mariana utara 6 1 athallah cetak quattrick,non-clickbait,0
rawan karhutla dpr kaji risiko keselamatan pemindahan kota,non-clickbait,0
lahan calon kota milik sukanto tanoto,non-clickbait,0
pengamat hak tahanan napi rawan dikomersialisasi,non-clickbait,0
kepala bnn peredaran narkoba 90 dikendalikan lapas,non-clickbait,0
respons pengusaha properti menkeu ngaku insentif,non-clickbait,0
dana hibah menpora asistennya diduga terima rp265 miliar,non-clickbait,0
terapkan lean construction masif hki jalin kerjasama itb,non-clickbait,0
hero supermarket buka gerai casa domaine jakarta,non-clickbait,0
2 tersangka pembunuh mahasiswa timor leste dibekuk polda diy,non-clickbait,0
mahathir hukum perusahaan malaysia biang karhutla indonesia,non-clickbait,0
fp2 hamilton asapi verstappen sorotan lampu marina bay,non-clickbait,0
menang rubber game hendraahsan tembus perempat final china open,non-clickbait,0
perry buka peluang turunkan suku bunga,non-clickbait,0
kisah heroik prajurit kostrad selamatkan anak tenggelam sungai warma,clickbait,1
gubernur bi prediksi pertumbuhan ekonomi kuartal iii capai 51,non-clickbait,0
polisi pastikan penyebab luka sayatan karyawan transjakarta,non-clickbait,0
gelar rekonstruksi polisi temukan bukti pembunuhan geng motor,non-clickbait,0
nokia 72 mendarat india penjualan 23 september,non-clickbait,0
korupsi gubernur kepri kpk periksa kadis pupr,non-clickbait,0
kebakaran ludeskan rumah kawasan padat penduduk kota mojokerto,non-clickbait,0
korsel saudi bantuan perkuat pertahanan udara,non-clickbait,0
serahkan mandat fahri hamzah legitimasi kpk,non-clickbait,0
bupati serang layanan terbaik pelajar papua,non-clickbait,0
kemarau berkepanjangan warga jakbar rogoh kocek air bersih,non-clickbait,0
pkb bantuan hukum menpora,non-clickbait,0
terlibat penipuan polisi amankan puluhan warga china taiwan perumahan mewah,non-clickbait,0
polisi tilang motor jalur cepat jalan margonda,non-clickbait,0
pkl berjualan trotoar dprd sarankan anies manfaatkan stasiun mrt,non-clickbait,0
diskominfo morowali fasilitasi ranperbup masterplan smart city,non-clickbait,0
timnas indonesia 16 pesta gol posisi china tergusur,non-clickbait,0
bpdb jateng hadapi kendala water bombing gunung merbabu,non-clickbait,0
khamenei dituding setujui serangan kilang minyak saudi,non-clickbait,0
tapd morowali gelar rakor menindaklanjuti rekomendasi bpk,non-clickbait,0
kemenhub belanjakan anggaran rp4311 triliun 2020,non-clickbait,0
dampak kabut asap penerbangan yogyakarta samarinda dialihkan balikpapan,non-clickbait,0
total karakter utama manga one piece,clickbait,1
ayam goreng donat menu kfc aneh,clickbait,1
anggota dprd tapsel sesalkan bentrok mahasiswa,non-clickbait,0
hadapi era robot generali indonesia tawarkan perencanaan pendidikan anak,non-clickbait,0
pengacara badan intelijen rusia coba rekrut snowden,non-clickbait,0
investasi korsel diyakini perkuat struktur manufaktur indonesia,non-clickbait,0
anthony lengkapi 10 wakil indonesia babak china open,non-clickbait,0
pm pakistan desak trump lanjutkan dialog damai afghanistan,non-clickbait,0
kenaikan cukai pengaruhi ekosistem industri hasil tembakau,non-clickbait,0
2 ruko pasar modern bintaro terbakar pengunjung berhamburan,non-clickbait,0
lebak lumbung ternak,non-clickbait,0
benzema kian bersinar madrid lumat levante,clickbait,1
tiduri murid hotel guru magang ditangkap,clickbait,1
bogor tawaran pemanfataan 24 unit trem pemerintah belanda,non-clickbait,0
anggaran kementerian pupr tahun 2020 disetujui rp12021 triliun,non-clickbait,0
beda generasi humania nyambung maizura,clickbait,1
sri mulyani masyarakat menengah pembiayaan rumah murah,non-clickbait,0
kisah prajurit tni suku anak mengajar perbatasan ri timor leste,clickbait,1
mruf envoy mien uno konsisten dampingi generasi muda bangun usaha,non-clickbait,0
indonesia penuhi protein hewani negeri,non-clickbait,0
polri berhak duduki jabatan sipil melanggar uu,non-clickbait,0
terinspirasi tanaman layu peserta olimpiade robotika robot penyiram pohon,non-clickbait,0
alat kelengkapan dewan pangandaran dibentuk,non-clickbait,0
penuruan suku bunga acuan terbuka inflasi terjaga,non-clickbait,0
korban investasi uang digital nasabah tangsel tertipu rp35 miliar,non-clickbait,0
ribuan rumah tergusur proyek double track ka bogor sukabumi,non-clickbait,0
anies wisata olahraga manfaat ekonomi masyarakat jakarta,non-clickbait,0
suku bunga turun darmin sesuaikan kebijakan as,non-clickbait,0
filipina kedatangan 3000 unit dfsk super cab indonesia,non-clickbait,0
sulut expo 2019 kembangkan tourism trade and investment,non-clickbait,0
bank bri resmikan kantor cabang morowali,non-clickbait,0
daihatsu hibur generasi milenial makassar,clickbait,1
kemarau bulog pastikan stok beras 9,non-clickbait,0
core pertumbuhan utang negeri swasta dikontrol,non-clickbait,0
penjaringan pdip 13 balon wali kota tangsel kembalikan formulir,non-clickbait,0
kementan dinilai serius terapkan modernisasi pertanian,non-clickbait,0
tabalong raih piala wtn keenam,non-clickbait,0
the ultimate queen celebration gaungkan lagu hit band queen,non-clickbait,0
bappenas tegaskan anggaran kota rapbn 2020,non-clickbait,0
pembangunan embung solusi mitigasi kekeringan,non-clickbait,0
mui apresiasi mendag revisi permen halal daging impor,non-clickbait,0
dpr pemerintah sepakat revisi uu kpk disahkan malam,non-clickbait,0
ot group dukung kesuksesan wisata bahari sail nias 2019,non-clickbait,0
gubernur jabar pimpin rapat evaluasi penyelenggaraan pemerintahan,non-clickbait,0
mendagri revisi uu md3 wujudkan lembaga demokratis,non-clickbait,0
warga kehormatan unp indra catri orasi ilmiah guru,non-clickbait,0
pemprov dki bangun park and ride stasiun bekasi cikarang,non-clickbait,0
hutan penimbunan hasil pembegalan digerebek polisi,non-clickbait,0
muncul geekbench google pixel 4 xl 5g ram 8 gb sd855,non-clickbait,0
contraflow diberlakukan jalan sholeh iskandar bogor 35,non-clickbait,0
trotoar tengah jalan kalimalang bina marga gegabah,non-clickbait,0
marco giampaolo puas kinerja lini serang milan,non-clickbait,0
kemenhub rp4415 pengembangan destinasi pariwisata prioritas,non-clickbait,0
pjb targetkan pltu cilacap ekspansi operasional oktober 2019,non-clickbait,0
conte barcelona suka bertemu inter,non-clickbait,0
serangan drone saudi sri mulyani waspadai kenaikan harga minyak,non-clickbait,0
pemerintah tindak pelaku karhutla riau kalimantan,non-clickbait,0
kenalkan skuter hidrolik roda 4 canggih quadro qooder listrik diproduksi,non-clickbait,0
penggabungan produksi skm spm diyakini ciptakan persaingan sehat,non-clickbait,0
pertemuan oki ri tegaskan janji netanyahu langgar hukum internasional,non-clickbait,0
sri mulyani pantau neraca perdagangan sisi regional global,non-clickbait,0
presiden jokowi tinjau penanganan karhutla riau wali kota pekanbaru pelesir kanada,non-clickbait,0
100 anggota dprd provinsi sumut dilantik,non-clickbait,0
handphone htc 5g sambangi pasar 2020,non-clickbait,0
nintendo switch konsol terlaris 2019,non-clickbait,0
manfaatkan teknologi bpom perkuat pengawasan transparansi,non-clickbait,0
biaya pemecatan zidane rp12 triliun,non-clickbait,0
kemenhub antisipasi dampak kabut asap kalimantan sumatera,non-clickbait,0
viral video polantas bergelantungan atap mobil kronologinya,clickbait,1
bnn gresik bekuk pengedar narkoba jaringan lapas porong,non-clickbait,0
resmi perpanjang kontrak de gea kehormatan sejati,non-clickbait,0
bi neraca dagang surplus bukti ketahanan ekonomi terjaga,non-clickbait,0
hadiri munas hipmi bamsoet dorong milenial berwira usaha,non-clickbait,0
menyerahkan mandat 3 pimpinan kpk mundur,clickbait,1
tarif sewa rusunawa kota mojokerto dinilai kemahalan,non-clickbait,0
mantan bupati bangkalan fuad amin meninggal dunia berobat rs,non-clickbait,0
dirjen pktn musnahkan barang temuan impor ilegal senilai rp1 miliar,non-clickbait,0
dugaan penipuan polisi periksa pendiri kaskus,non-clickbait,0
sesalkan sikap pimpinan wp kpk massa gelar aksi teatrikal,non-clickbait,0
pemeliharaan berkala pemerintah mekkah cuci kakbah air zamzam mawar,non-clickbait,0
volvo trucks hadirkan truk sistem injeksi dilengkapi ebs,non-clickbait,0
utusan rusia taliban gelar pertemuan moskow,non-clickbait,0
pelajar pontianak singkawang diliburkan akibat kabut asap,non-clickbait,0
tukang galon air minum nyalon pilkada tangsel,clickbait,1
bpom perkuat pengawasan wilayah perbatasan,non-clickbait,0
kembangkan ekonomi kerakyatan kader pkk bentuk kelompok usaha,non-clickbait,0
komit berantas judi mui apresiasi kinerja polres langkat,non-clickbait,0
22 juta kendaraan bermotor jakarta tunggak pajak,non-clickbait,0
jelang musim hujan pemkot jaktim beli 10 pompa mobile mini,non-clickbait,0
kein tingginya impor china beratkan neraca perdagangan,non-clickbait,0
dpr bentuk pansus pemindahan kota,non-clickbait,0
sinergi penegak hukum ternate bea cukai musnahkan rokok ilegal,non-clickbait,0
permendag 292019 direvisi label halal rekomendasi,non-clickbait,0
vokasi ui dukung revitalisasi situ rawa daya tarik wisata air,non-clickbait,0
koleksi musim semi 2020 coach padukan lampau,non-clickbait,0
ekonom surplus neraca dagang semu sinyal buruk,non-clickbait,0
bentrok massa hmi ampera mahasiswa terluka,non-clickbait,0
pusat studi hukum tata negara ui revisi uu hilangkan independensi kpk,non-clickbait,0
pertamina beli minyak mentah 650000 barel exxonmobil blok cepu,non-clickbait,0
bencana kabut asap pbnu desak pidanakan perusahaan pembakar hutan,non-clickbait,0
bea cukai dumai amankan ribuan ekor belangkas mati boks fiber,non-clickbait,0
pimpinan kpk penyadapan izin dewan pengawas,non-clickbait,0
kilang arab saudi diserang drone pasokan minyak indonesia terganggu,non-clickbait,0
smf grab perluas kerjasama tingkatkan akses kpr mitra pengemudi,non-clickbait,0
pemkot bekasi alokasikan rp11 miliar mebeler 99 rombel,non-clickbait,0
bea cukai juanda musnahkan air soft gun barang ilegal,non-clickbait,0
pan unsur dewan pengawas kpk,non-clickbait,0
ihsg merosot tajam iringi laju beragam bursa asia,non-clickbait,0
google fitur maps bantu pecandu narkoba pulih,non-clickbait,0
google doodle rayakan ultah musisi legendaris chrisye,non-clickbait,0
pemotongan kabel optik apjatel jakarta maju sokongan teknologi,non-clickbait,0
kabut asap kian pekat dinkes kobar dirikan rumah singgah oksigen,non-clickbait,0
pos ekspor bea cukai dorong umkm tembus pasar negeri,non-clickbait,0
garuda catatkan ketepatan waktu penerbangan haji 89,non-clickbait,0
menyerahkan pengelolaan kpk jokowi dinilai bijaksana,non-clickbait,0
ridwan kamil apresiasi petisi ganti nama bijb bandara bj habibie,non-clickbait,0
pendiri kaskus dilaporkan polisi diduga terkait penipuan,non-clickbait,0
kaos airbrush karya mahasiswa pangandaran tembus pasar domestik indonesia,non-clickbait,0
kontraktor tol becakayu bongkar trotoar tengah jalan raya kalimalang,non-clickbait,0
karst citatah diharapkan raih predikat geopark nasional 2020,non-clickbait,0
terpapar kabut asap 4000 warga kotawaringin barat kalteng terserang ispa,non-clickbait,0
sikapi revisi uu mantan pimpinan kpk kumpul kuningan,non-clickbait,0
wali kota jaktim undang kemenpupr terkait trotoar kalimalang,non-clickbait,0
gabungan pabrik rokok surabaya tarif kenaikan cukai moderat,non-clickbait,0
dpr sahkan irjen firli bahuri dkk pimpinan kpk terpilih,non-clickbait,0
abaikan kering mengatasinya ,clickbait,1
dpr pemerintah berhasil selesaikan revisi kuhp,non-clickbait,0
tni au kerahkan pesawat tanggulangi karhutla riau,non-clickbait,0
olah tkp ledakan mako brimob semarang ditunda,non-clickbait,0
klasemen liga italia pekan ketiga inter milan terbendung,non-clickbait,0
alexander marwata wadah pegawai kpk ditertibkan,non-clickbait,0
bamsoet airlangga sepakat bertarung demokratis terbuka,non-clickbait,0
pidanakan cabut izin perusahaan pembakar hutan,non-clickbait,0
png berharap papua diselesaikan damai bijak,non-clickbait,0
revisi uu kpk relawan nilai langkah jokowi,non-clickbait,0
puluhan tua bersihkan gedung bekas menampung pencari suaka,non-clickbait,0
pucuk coolinary festival sukses digelar palembang,non-clickbait,0
ditemukan tewas mengambang polisi duga korban tenggelam,non-clickbait,0
tertawa ditagih utang iyus tewas disabet celurit,clickbait,1
hacker curi data sim card,clickbait,1
tahun kebijakan cukai isinya ,clickbait,1
kecewa hasil lelang proyek belasan kontraktor kerinci mengamuk,non-clickbait,0
nilai ekspor agustus 2019 mengalami tekanan,non-clickbait,0
tuntutan referendum dinilai kategori separatisme,non-clickbait,0
pimpinan kpk surati dpr dilibatkan revisi uu,non-clickbait,0
pemilihan dewan pengawas kpk perdebatan dpr pemerintah,non-clickbait,0
utang negeri indonesia juli 2019 meningkat rp5553 triliun,non-clickbait,0
pks keberatan label halal produk impor dihapus,non-clickbait,0
pemerintah percepat penyediaan rumah asn tni polri,non-clickbait,0
terkendala ruang pemasangan guard rail jalan dermaga klender tertunda,non-clickbait,0
