title,source,date,time,category,sub-category,content,url
Celah di Instagram Bikin Pengguna Bisa Bagikan Postingan Privat,liputan6.com,2019-09-10,14:00,Tekno,Tech News," Instagram memiliki sebuah celah keamanan dalam sistemnya. Celah ini membuat unggahan , dan , dari akun yang dikunci (privat) bisa dibagikan. Demikian menurut laporan BuzzFeed.,Padahal, jika sebuah akun sudah dikunci, baik unggahan , maupun ,-nya tak bisa lagi dibagikan.,[bacajuga:Baca Juga](4035268 4016750 4016838,Mengutip laman ,, Selasa (10/9/2019), laporan BuzzFeed tersebut menunjukkan bagaimana serangkaian klik , pada , bisa mengekspos URL dari unggahan , dan , pribadi.,Semua orang bisa memakai web browser seperti Google Chrome untuk menginspeks , pada , menggunakan , Inspect Element.,Dengan mengetap ""Img"" pada, Network, pengguna bisa menemukan URL gambar Instagram yang sudah diklik, termasuk foto atau , di sebuah akun terkunci.,Kemudian, URL tersebut dapat dibagikan dan foto atau unggahan bisa dilihat oleh semua orang, termasuk pengguna yang tidak mengikuti akun privat tersebut.,sendiri mengkonfirmasi bahwa cara ini dapat dilakukan dan berhasil. Meski prosesnya agak sulit, tetapi dengan memuat ulang halaman akun pribadi dan membuat bagian ""Img"", URL bisa dibagikan secara terbuka.,Selain mengungkapkan URL untuk foto yang diunggah ke akun pribadi, trik , tersebut memungkinkan siapapun untuk menarik URL untuk foto profil pengguna Instagram lain.,Kelemahan dan kemudahan eksploitasi tersebut menjadi masukan bagi tim privasi dan keamanan Instagram.,Dalam laporan BuzzFeed, URL masih mengambil gambar dari , Facebook, bahkan setelah unggahan dihapus.,BuzzFeed mengatakan, selain membuka akses publik atas foto dan unggahan , di akun yang diprivat, cara ini juga bisa dipakai untuk mengambil URL foto dan , Facebook pribadi.,Pihak Facebook sendiri dalam pernyataannya menyebut, tingkah laku mencari URL dari foto di akun pribadi dan membagikannya ke publik tidak berbeda dengan mengambil tangkapan layar sebuah unggahan seseorang.,Perusahaan media sosial raksasa itu melihat tidak ada penyalahgunaan terkait fitur jaringan ini.,""Perilaku yang dijelaskan di sini sama dengan mengambil tangkapan layar (,) layar foto teman di Facebook dan Instagram kemudian membagikannya dengan orang lain,"" tutur pihak Facebook.,Mereka menambahkan, kegiatan mengambil , di akun pribadi ini tidak lantas memberi orang lain akses ke akun pribadi seseorang.,(Tin/Ysl)",https://www.liputan6.com/tekno/read/4058923/celah-di-instagram-bikin-pengguna-bisa-bagikan-postingan-privat
"Baldr, Malware 'Frankenstein' yang Hantui Gamer dan Pengguna Komputer",liputan6.com,2019-09-10,15:30,Tekno,Internet," Penyedia keamanan jaringan dan , global, Sophos, mengungkapkan hasil risetnya terkait ancaman dari Baldr, si pencuri informasi yang pertama kali muncul pada Januari 2019.,Dari laporan bertajuk 'Baldr vs the World' yang diterima ,, Selasa (10/9/2019), SophosLabs memberikan gambaran lebih dalam mengenai popularitas , dan karakteristik 'rantai pembunuhnya' yang unik.,Penelitian ini juga mengungkap bagaimana Baldr bekerja secara internal, termasuk perilaku dari kejahatan siber dan bagaimana pengambilan keputusan yang salah saat transaksi jual-belinya yang berpotensi menghilangkan data-data secara tiba-tiba dari web pada Juni lalu.,Menurut SophosLabs, para oknum yang mengembangkan Baldr berhasil menjual malware tersebut kepada penjahat siber tingkat pemula di deep web.,Setelah itu, mereka menargetkan gamer di PC sebagai korban utama. Sejak itu, Baldr begitu agresif menginfeksi gamer dan akhirnya serangannya menyebar dan mencakup ke semua pengguna komputer.,Seperti banyak jenis , lain, Baldr menggunakan fragmen kode yang dipinjam dari kelompok malware lain. Namun kinerjanya lebih ekstrem, karena Baldr terdiri dari kode-kode yang disalin dari malware lain dalam jumlah besar, sehingga membuatnya seperti potongan kode sejenis monster Frankenstein.  , ,Salah satu alasan mengapa pengguna komputer harus waspada terhadap Baldr adalah karena malware ini dapat dengan cepat mencuri berbagai informasi dari para korbannya, termasuk kata sandi yang disimpan, , data, , konfigurasi, ,, dan , lain dari beragam aplikasi.,SophosLabs pun melacak infeksi yang dihasilkan Baldr di seluruh dunia. Negara-negara yang terinfeksi tersebut antara lain:, ,Untuk melindungi diri dari Baldr, pengguna komputer harus waspada terhadap iklan dan video , palsu yang menjanjikan banyak hal. Jika kontennya terlihat terlalu “bagus”, bisa jadi itu Baldr.,Jadi, selalu gunakan praktik keamanan siber dasar setiap saat di semua perangkat. Untuk urusan bisnis juga dapat menggunakan solusi keamanan perusahaan yang mendeteksi malware, seperti Sophos Intercept X, yang melindungi dari ransomware.,Sophos Home juga sangat ideal untuk memindai gim dan komputer keluarga dalam mendeteksi Baldr dan malware lainnya. ,Terakhir, semua pengguna komputer harus pintar dalam menggunakan kata sandi, di mana wajib menggunakan dan mengubah kata sandi dengan huruf atau angka yang kompleks secara berkala.,Juga menggunakan kata sandi yang langka untuk bank dan akun finansial , lainnya, serta memantau akun dari aktivitas yang mencurigakan secara berkala dapat membantu mengamankan komputer dari serangan siber.,(Isk/Ysl)",https://www.liputan6.com/tekno/read/4059174/baldr-malware-frankenstein-yang-hantui-gamer-dan-pengguna-komputer
iPhone 11 Bakal Meluncur dengan Varian Warna Beragam,liputan6.com,2019-09-10,13:00,Tekno,Gadget," Apple akan mengumumkan , baru, ,, pada bulan ini. Mendekati hari pengumuman, semakin banyak informasi yang beredar.,Dilansir ,, Selasa (10/9/2019), Apple dilaporkan akan merilis tiga varian iPhone pada tahun ini, dengan salah satunya merupakan penerus iPhone XR.,Suksesor iPhone XR tersebut akan hadir dengan nama ,. Menurut laporan, , tersebut akan melenggang dengan berbagai pilihan warna yaitu hijau, biru, kuning, merah, dan lavender.,Apple disebut memberikan bocoran tentang warna-warni tersebut melalui undangan acara pengumuman,. Dalam undangan tersebut, logo Apple digambarkan dengan warna-warna tersebut., terbaru Apple itu akan melenggang dalam tiga varian, ,, iPhone 11 Pro, dan iPhone 11 Pro Max. Masing-masing merupakan suksesor dari XR, XS, dan XS Max.,Apple akan mengumumkan iPhone 11, 11 Pro, dan 11 Pro Max dalam sebuah acara pada 10 September 2019. Berbagai informasi lain tentang ,tersebut terus bermunculan menjelang hari pengumumannya.,Dilansir ,, seorang sumber dari operator besar di Amerika Serikat (AS), mengatakan Apple akan membuka ,untuk ketiga ,tersebut pada 13 September 2019. Kemudian, penjualan perdana di pasar akan digelar mulai 20 September 2019.,Peluncuran perdana tersebut akan digelar di sejumlah negara. Namun, sejauh ini belum ada informasi tentang negara-negara pertama yang akan disambangi ketiga iPhone baru tersebut.,Apple akan menggelar peluncuran ketiga ,terbarunya secara bersamaan. Dua tahun sebelumnya, Apple merilis tiga ,baru pada waktu berbeda. Pada 2018, misalnya, iPhone XS dan XS Max meluncur di pasar pada September, sementara varian XR pada Oktober.,(Din/Isk)",https://www.liputan6.com/tekno/read/4058409/iphone-11-bakal-meluncur-dengan-varian-warna-beragam
"PES 2020 Resmi Meluncur, Cek Spesifikasi PC Kamu Apakah Bisa Main Gim Ini?",liputan6.com,2019-09-10,16:00,Tekno,Game," , (Pro Evolution Soccer) atau , secara resmi meluncur di pasaran per hari ini, Selasa (10/9/2019.,Selain dirilis untuk konsol gim PlayStation 4 (PS4) dan Xbox One, , juga meluncur bagi , di PC Windows.,Bagi kamu yang ingin main gim olahraga besutan Konami ini, , ternyata tidak membutuhkan spesifikasi yang tinggi untuk dimainkan.,Seperti seri gim PES sebelumnya, Konami tidak ""memaksa"" , PC untuk menggunakan spesifikasi yang tinggi.,Gamer hanya butuh RAM 8GB dan GPU yang mendukung DirectX 11 untuk dapat menikmati gim penantang , besutan EA Sports ini.,Tanpa panjang lebar, berikut adalah rangkuman spesifikasi yang dibutuhkan untuk bermain , sebagaimana dilansir ,, Selasa (10/9/2019)., , ,Bagi kamu yang memiliki budget minim untuk meng-upgrade hardware PC untuk main eFootball PES 2020, berikut adalah spesifikasi minimumnya. ,OS: Windows 7 SP1 / 8.1 / 10 (64bit),CPU: Intel Core i5-3470 atau AMD FX 4350,RAM: 4 GB,GPU: NVIDIA GTX 670 atau AMD Radeon HD 7870 (mendukung DirectX 11),HDD: 40 GB,Sementara itu untuk spesifikasi yang direkomendasi Konami agar gim PES 2020 lancar dimainkan, adalah di bawah ini.,OS: Windows 10 (64bit),CPU: Intel Core i7-3770 atau AMD FX 8350,RAM: 8 GB,GPU: NVIDIA GTX 760 atau AMD Radeon R9 270X (kompatibel DirectX 11),HDD: 40 GB (lebih baik SSD),Gimana, spesifikasi yang dibutuhkan untuk main eFootball PES 2020 di PC Windows.,(Ysl/Isk)",https://www.liputan6.com/tekno/read/4059158/pes-2020-resmi-meluncur-cek-spesifikasi-pc-kamu-apakah-bisa-main-gim-ini
Motorola Bakal Rilis Smartphone 5G Premium,liputan6.com,2019-09-10,15:00,Tekno,Gadget," , akan kembali ke pasar premium dengan rencana merilis ,. Kehadiran , ini akan semakin meramaikan pasar , 5G.,Dilansir ,, Selasa (10/9/2019), rencana itu diungkapkan oleh pimpinan strategi pemasaran global ,, Francoise LaFlamme.,""Jika Anda mengeluarkan ponsel 5G seharga USD 399, maka akan ada banyak elemen yang dikorbankan,"" kata LaFlamme.,Sejauh ini, , yang sudah dirilis dibanderol dengan harga tinggi. , 5G termurah Samsung, Galaxy A90 5G, dijual dengan harga berkisar USD 800. , lain, One Plus 7 Pro 5G dibanderol USD 840., sendiri sejauh ini kerap merilis , di segmen menengah dengan harga terjangkau. Misalnya, Moto G7 seharga USD 300 dan Motorola One Zoom dengan tiga kamera belakang seharga USD 450. Moto X4 dengan harga USD 500 merupakan yang paling mahal., sebenarnya memiliki perangkat 5G, Moto Z3, seharga USD 480 melalui kerja sama dengan Verizon. Namun, pengguna bisa mendapatkan kecepatan internet 5G hanya jika membeli Moto Mod 5G sebagai tambahan seharga USD 350.,Lebih lanjut, teknologi 5G sudah mulai dirilis di beberapa negara, tapi masih sedikit , yang kompatibel dan dijual dengan harga mahal. Seiiring waktu, , 5G diyakini akan semakin banyak dan dengan harga lebih murah.,Dilansir ,, HMD Global selaku produsen smartphone Nokia, merupakan salah satu perusahaan yang sedang menyiapkan perangkat 5G. Perusahaan dilaporkan berencana menghadirkan smartphone Nokia 5G dengan harga terjangkau pada tahun depan.,HMD Global melihat ada peluang untuk menjual smartphone 5G dengan harga 50 persen lebih murah daripada yang ada sekarang.,""Kami melihat peluang khusus untuk membawa 5G ke segmen yang lebih terjangkau ketika kami memasuki pasar. Terjangkau ini kaitannya dengan apa yang telah ada sekarang. Saya akan senang melihat harganya bisa setengah daripada smartphone 5G yang ada sekarang,"" ungkap Chief Product Officer HMD Global, Juho Sarvikas, beberapa waktu lalu.,HMD Global diprediksi akan mengumumkan smartphone Nokia 5G harga terjangkau di acara Mobile World Congress (MWC) 2020 di Barcelona, Spanyol. Acara tersebut akan digelar pada Februari tahun depan.,(Din/Isk)",https://www.liputan6.com/tekno/read/4058962/motorola-bakal-rilis-smartphone-5g-premium
Kemkominfo Masih Blokir Internet di 6 Wilayah Papua,liputan6.com,2019-09-10,11:47,Tekno,Tech News," Kementerian Komunikasi dan Informatika (Kemkominfo) telah membuka kembali , di Papua dan Papua Barat, beberapa hari lalu.,Namun, masih ada enam wilayah di Papua yang akses internetnya masih belum dipulihkan. Berdasarkan keterangan resmi Kemkominfo yang diterima,, Selasa (10/9/2019), belum dibukanya akses internet di enam wilayah tersebut lantaran situasi dan kondisi keamanan belum sepenuhnya kondusif.,Plt. Kepala Biro Humas Kemkominfo Ferdinandus Setu dalam keterangannya menyebut, keenam kabupaten/kota di Papua dan Papua Barat yang akses internetnya belum dipulihkan antara lain adalah empat kabupaten/kota di Provinsi Papua dan dua kota di Papua Barat.,""Empat kabupaten/kota di Provinsi Papua yakni Kota Jayapura, Kabupaten Jayapura, Kabupaten Mimika, dan Kabupaten Jayawijaya,"" kata dia dalam rilisnya.,Kemudian, dua kota di Provinsi , Barat yang internetnya belum dipulihkan adalah Kota Manokwari dan Kota Sorong.,""(Kondisi) masih belum sepenuhnya kondusif, akan terus dipantau situasinya dalam 1 atau 2 hari ke depan,"" kata Ferdinandus.,Ferdinandus dalam keterangannya juga menyebut, berdasarkan data Kemkominfo, sebaran informasi hoaks, kabar bohong, ujaran kebencian, hasutan dan provokasi terkait dengan isu , terus menunjukkan tren menurun sejak 31 Agustus 2019.,Puncak sebaran hoaks dan hasutan terkait isu Papua terjadi pada 30 Agustus 2019 dengan jumlah mencapai 72.500 URL.,Ferdinandus menyebut, distribusi hoaks terus menurun, yakni 42.000 URL di tanggal 31 Agustus 2019, 19.000 URL di tanggal 1 September 2019, lalu menurun menjadi 6.060 URL hoaks dan hasutan di tanggal 6 September 2019.,Sehubungan dengan situasi dan kondisi keamanan di sebagian besar wilayah Provinsi Papua dan Papua Barat sudah semakin kondusif, pemerintah secara bertahap membuka kembali layanan data internet di kedua provinsi tersebut.,Pembukaan secara bertahap dilakukan sejak Rabu (4/9) dan terus berlanjut hingga Senin (9/9).,Dari 29 kabupaten/kota di wilayah Papua Barat, sebanyak 25 kabupaten yang sudah dibuka kembali blokir atas layanan data internet.,25 kabupaten yang sudah dibuka akses internetnya antara lain Kabupaten Keerom, Puncak Jaya, Puncak, Asmat, Boven Digoel, Mamberamo Raya, Mamberamo Tengah, Intan Jaya, Yalimo, Lanny Jaya, Mappi, Tolikara, Nduga, Supiori, Waropen, Merauke, Biak Numfor, Yapen, Sarmi, Paniai, Dogiyai, Deiyai, Pegunungan Bintang, Yahukimo, dan Nabire.,Sementara dari 13 kabupaten/kota di wilayah Provinsi Papua Barat, terdapat 11 kabupaten yang sudah dibuka akses layanan data internet.,11 kabupaten yang dimaksud antara lain adalah Fak Fak, Sorong Selatan, Raja Ampat, Teluk Bintuni, Teluk Wondama, Kaimana, Tambrauw, Maybrat, Manokwari Selatan, Pegunungan Arfak dan Kabupaten Sorong.,(Tin/Ysl)",https://www.liputan6.com/tekno/read/4058840/kemkominfo-masih-blokir-internet-di-6-wilayah-papua
Disney+ Siap Tantang Netflix,liputan6.com,2019-09-10,11:30,Tekno,Tech News," Menyusul Amazon Prime, HBO Plus dan berbagai layanan streaming lainnya, ,kali ini bersiap untuk merilis layanan streaming pesaing Netflix yaitu ,., sendiri akan menampilkan tontonan-tontonan yang berasal dari perusahaan anak Disney, seperti Pixar, Marvel, Star Wars, dan National Geographic.,Dilansir ,, Selasa (10/9/2019), , akan dapat dinikmati melalui beberapa perangkat, seperti:,- Apple TV (tvOS),- Android,- Android TV,- Chromecast,- Browser di Desktop,- iPad (iPadOS),- iPhone (iOS),- PlayStation 4,- Roku streaming players,- Roku TV,- Xbox One, ,Disney+ nanti awalnya akan rilis terlebih dahulu di Amerika Serikat per 12 November, kemudian disusul beberapa negara lainnya seperti Australia, Belanda, Kanada dan New Zealand di bulan yang sama.,Sejauh ini belum ada kepastian kapan Disney+ akan masuk ke negara-negara lainnya terkhususnya Indonesia sendiri., ,Pengguna yang ingin berlangganan hanya cukup membayar USD 6.99 atau sekitar Rp 100 ribu.,Namun untuk pelanggan yang menggunakan perangkat apple akan mendapatkan potongan. Masih belum ada informasi lebih lanjut mengenai berapa besar potongannya.,Nantinya Disney+ akan terintregasi dengan konten-konten yang dimiliki aplikasi Apple TV mulai dari film, seri hingga acara televisi.,(Keenan Pasha/Isk)",https://www.liputan6.com/tekno/read/4058401/disney-siap-tantang-netflix
Percakapan Panas Mobil Esemka: dari Mobnas hingga Mobil Kepresidenan,liputan6.com,2019-09-10,12:30,Tekno,Internet," Pemberitaan media pada pekan lalu tentang mobil ,kembali menyulut perhatian warganet. Jumat (6/9/2019) kemarin Presiden Joko Widodo meresmikan PT Solo Manufaktur Kreasi (Esemka) di Boyolali, Jawa Tengah.,Presiden didampingi Menhub Budi Karya Sumadi, penggagas mobil Esemka Sukiyat, Presdir Esemka, Eddy Wirajaya dan beberapa Menteri Kabinet Kerja lainnya. ,Model mobil , yang saat itu diluncurkan adalah Bima yang merupakan mobil pikap. Sekilas soal spesifikasi, Esemka Bima memiliki dimensi panjang 4.560 mm, lebar 1.645mm dan tinggi 1.890mm, dengan jarak sumbu roda 2.900mm. Mobil ini dilengkapi dengan kargo boks yang memiliki panjang 2.750mm, lebar 1.600mm dan tinggi 460mm.,Disebutkan pula, mobil ini memiliki berat kotor 2.150kg, sementara berat kosong mencapai 1.070kg. Mobil dengan kapasitas tangki 40 liter ini menggunakan ban berukuran 175/65 R14 LT.,Mesin yang digunakan berkonfigurasi 1.2 liter E-Power I4 DOHC dan diklaim mampu mampu menyemburkan tenaga 96,5 Tk dengan torsi 119 Nm. Fitur lainnya termasuk pendingin kabin (AC) dan sistem , ,DIN.,Untuk mencari tahu bagaimana topik ini diperbincangkan, kami merujuk pada data Drone Emprit Academic. Data yang kami jadikan rujukan adalah data per Senin (9/9/2019) pukul 17.10 WIB.,Tercatat, twit soal ,yang diterbitkan antara tanggal 6 hingga 9 September berjumlah sekitar seratus ribuan. Selengkapnya lihat grafik di bawah ini.,Mengacu pada grafik di atas, terlihat bahwa Sabtu (7/9/2019) merupakan puncak percakapan terkait mobil Esemka yang mencapai 35.326 twit. ,Artinya, ada jarak satu hari dari peluncuran mobil Esemka baru ke puncak percakapan. Bagi sebuah topik, jarak satu hari untuk mencapai klimaks cukup wajar.,Kemudian bicara soal jam publikasi twit, pantauan Drone Emprit Academic menunjukkan bahwa kebanyakan twit terkait mobil ,dipublikasikan pada jam 7 hingga 17 WIB--di kisaran 5 hingga 6 ribuan twit per jam., ,Selanjutnya, masih menurut data Drone Emprit Academic, kebanyakan sentimen twit yang membahas mobil Esemka ternyata bernada negatif, yang direpresentasikan warna merah pada grafik di bawah. Sementara warna biru mewakili twit bernada positif.,Twit bersentimen negatif secara kuantitatif memang lebih dominan ketimbang twit bersentimen positif. Salah satu narasi yang menimbulkan sentimen negatif itu di antaranya perbandingan mobil Esemka dengan mobil buatan Tiongkok yang memiliki kemiripan.,Hal itu selaras dengan temuan Drone Emprit lainnya bahwa foto dan gambar yang paling banyak mendapat tanggapan (,) adalah foto mobil Tiongkok yang dibagikan oleh , @NOTASLIMBOY. ,Pemilik nama asli Sam Darma Putra Ginting itu mengunggah foto sebuah mobil pikap yang dapat dipesan dari situs Alibaba dan tampak mirip dengan mobil Esemka Bima (foto paling kiri baris pertama). ,Pada ,sebaliknya, media yang paling banyak mendapat tanggapan adalah foto yang diunggah oleh @yusuf_dumdum (foto ketiga baris pertama). ,Ada beberapa foto peluncuran mobil Esemka yang dia unggah di akunnya. Kemudian berikut ini adalah sepuluh foto atau gambar dengan tanggapan terbanyak., ,Selanjutnya kami menggunakan pendekatan linguistik korpus untuk menganalisis topik ini. Pertama, kami mengekstraksi kata-kata dengan frekuensi tertinggi dari sampel 5.950 twit yang kami jadikan korpus.,Seperti dugaan kami, kata , dan ,memiliki frekuensi tertinggi. Selengkapnya perhatikan grafik di bawah ini.,Di antara kata-kata dengan frekuensi tertinggi, ada beberapa kata yang kami coba cari tahu konteks pemakaiannya, yakni ,dan ,Adapun ,merupakan perusahaan otomotif Tiongkok yang berbasis di Chongqing. Statusnya adalah perusahaan milik negara. Kami mendapati twit lelucon yang memuat kata , sebab banyak warganet menganggap ,sebagai plesetan dari kata ""jangan"". ,Namun, ada juga twit-twit serius yang memuat kata ,. Temuan kami menunjukkan netizen mempertanyakan atau membandingkan mobil Esemka dengan mobil produksi perusahaan Tiongkok itu,Pada kalimat yang sama juga sekaligus banyak ditemukan kata ,atau ,Sementara kata ,dan ,termasuk dan bagian dari bigram dengan frekuensi tertinggi dan oleh sebab itu, dibahas di artikel ini pada bagian selanjutnya.,Mengacu pada grafik di atas, bigram yang menurut kami penting untuk dicari konteksnya adalah ,dan ,Bigram ,ditemukan pada twit-twit warganet yang menyarankan presiden menggunakan mobil Esemka sebagai mobil dinas. Selain itu, twit terkait lainnya merupakan kutipan atas pernyataan PAN dan Gerindra yang diamplifikasi pengikutnya. Berikut sampel kalimatnya:,Sementara bigram ,ditemukan pada twit-twit yang membahas status mobil esemka yang ternyata bukan ,alias swasta. , ,Terakhir, konteks bigram ,bernada agak mirip seperti mobil dinas. Twit-twit yang memuat bigram tersebut menyarankan supaya mobil Esemka menjadi mobil kepresidenan. Namun, ternyata ada konteks lain yang dapat kami temukan di sini, yakni sebagian warganet menilai saran pejabat dan partai oposisi cuma , semata. , (Why/Isk)",https://www.liputan6.com/tekno/read/4058487/percakapan-panas-mobil-esemka-dari-mobnas-hingga-mobil-kepresidenan
Mudahnya Menyalin Teks dalam Foto di Google Photos,liputan6.com,2019-09-10,07:00,Tekno,Tips," ,mengumumkan melalui akun Twitter resminya bahwa bulan ini pengguna dapat menyalin teks dalam foto di aplikasi.,Tak hanya menyalin teks dalam foto, kamu juga dapat mencari foto yang mengandung kata kunci tertentu dengan memasukkan kata kunci tersebut ke kotak pencarian.,Fitur canggih ini dikenal dengan nama Optical Character Recognition (OCR) yang diaktifkan melalui ,Lens.,Lens sendiri dapat diakses secara langsung melalui Google Photos., ,Cara mengakses Google Lens ini cukup mudah, tahapannya sebagai berikut:,1. Buka Google Photos dan pilih foto yang terdapat teks,2. Pilih fitur 'Lens',3. Sorot teks,4. Pilih opsi 'Copy Text',(Keenan Pasha/Isk)",https://www.liputan6.com/tekno/read/4058380/mudahnya-menyalin-teks-dalam-foto-di-google-photos
Jack Ma Resmi Pensiun dari Alibaba Hari Ini,liputan6.com,2019-09-10,16:29,Tekno,Tech News," Pendiri sekaligus Chairman Grup Alibaba , resmi pensiun dari Alibaba pada Selasa, 10 September 2019.,Ia meninggalkan tugasnya memimpin bisnis E-ecommerce dengan valuasi USD 4.060 miliar itu kepada penggantinya, Daniel Zhang.,Mengutip ,, Selasa (10/9/2019), Jack Ma yang tahun ini berusia 55 tahun mengadakan sebuah pesta perpisahan di stadion Hangzhou Olympic Sport Center.,Di stadion berkapasitas 80.000 orang ini, , menyelenggarakan pesta perpisahan meriah, penuh dengan performa pemusik dan selebritas.,Para tamu yang hadir pun bakal mendapatkan petunjuk bagaimana Alibaba akan berjalan di bawah sang pengganti Jack Ma, Daniel Zhang.,Zhang merupakan seorang akuntan yang bicaranya kalem, berbeda dengan Jack Ma yang gayanya flamboyan dan kharismatik dalam memimpin. Jack Ma bahkan dianggap seorang pebisnis Tiongkok yang paling terkenal.,Padahal sebelumnya , merupakan guru Bahasa Inggris yang mendirikan Alibaba, 20 tahun lalu di sebuah apartemen kecil di kota Hangzhou.,Jack Ma juga bercerita tentang calon penggantinya di Alibaba.,""Zhang memiliki logika dan keterampilan berpikir kritis layaknya komputer super, komitmen terhadap visinya, keberanian untuk mengambil inovasi bisnis yang inovatif,"" kata Jack Ma, berbicara tentang calon penggantinya pada 2018 lalu.,Sementara itu, salah satu tantangan bagi Zhang di Alibaba adalah mengembangkan bisnis Alibaba di luar Tiongkok.,""Bagi Daniel Zhang, hal ini akan jadi tantangan besar,"" tutur analis Liu Yiming.,Ketika Jack Ma menyampaikan pidato perpisahannya, investor ingin mengetahui bagaimana Ma akan terlibat dalam manajemen serta mungkinkan Jack Ma akan terus mengarahkan strategi perusahaan yang luas.,Ma sendiri menyebut, dia akan menjadi mentor manajemen Alibaba.,Hingga pengunduran dirinya Ma merupakan salah satu orang paling kaya di Tiongkok dengan harta sebesar USD 38,4 miliar.,Jack Ma disebut-sebut akan menggunakan kekayaannya untuk filantropi atau kegiatan amal dan edukasi.,Jack Ma juga akan tetap menjadi mitra Alibaba, kelompok yang terdiri dari 38 individu dan terpisah dari dewan direksi.,(Tin/Isk)",https://www.liputan6.com/tekno/read/4059252/jack-ma-resmi-pensiun-dari-alibaba-hari-ini
"Ini Bocoran Spesifikasi, Harga, dan Fitur iPhone 11 yang Meluncur Malam Ini",liputan6.com,2019-09-10,18:00,Tekno,Tech News," Hanya dalam hitungan jam, , bakal mengumumkan kehadiran seri iPhone teranyarnya.,Bertempat di Steve Jobs Theater, Cupertino, California, Amerika Serikat (AS), akan ada tiga model , teranyar penerus iPhone XS, iPhone XS Max, dan iPhone XR.,Adapun ketiga , terbaru yang bakal diumumkan, yakni ,, iPhone 11 Max/Pro, dan iPhone 11R.,Berdasarkan bocoran informasi yang sudah beredar di internet, iPhone 11 series akan hadir dengan kemampuan kamera lebih baik, prosesor cepat, dan iOS 13.,Berikut ini adalah sejumlah rangkuman informasi tentang tiga seri , yang bakal diumumkan Apple tengah malam nanti waktu Indonesia., ,Sebagai penerus tiga mode iPhone yang Apple luncurkan akhir tahun lalu, iPhone 11, iPhone 11 Max/Pro, dan iPhone 11R akan dipasangkan dengan prosesor A13.,Guna mendongkrak performa keseharian, Apple sudah menyematkan RAM 4GB di iPhone 11. Sementara itu, iPhone 11 Max/Pro dan iPhone 11R memakai RAM 6GB.,Untuk media penyimpanan, iPhone 11 hadir dengan varian 64/256/512GB, iPhone 11 Max/Pro dengan varian 128/256/512GB, dan iPhone 11R dengan varian 128/256/512GB.,Salah satu perubahan besar yang diprediksi akan Apple umumkan hadir di iPhone 2019, yakni kemampuan kamera ketiga , tersebut.,Sejak tahun lalu, kita sudah mendengar desas-desus tentang salah satu iPhone 11--mungkin iPhone 11 Max/Pro--hadir dengan tiga kamera utama.,iPhone 11 diduga bakal tampil dengan kamera , 12MP dan kamera belakang dengan dua lensa 12MP juga.,Sementara itu, Apple menyertakan iPhone 11 Max/Pro dan iPhone 11R dengan kamera , berkemampuan 12MP, tiga kamera belakang 12MP (standar + ultrawide + telephoto).,Ketiga model iPhone 11 diyakini memiliki pengisian nirkabel terbalik yang diberi nama Wireless PowerShare. Dengan teknologi ini, pengguna bisa mengisi ulang baterai AirPods dan Apple Watch.,Apple akan menggunakan baterai lebih besar, sehingga seri iPhone 11 akan tahan lebih lama.,Masih belum diketahui dengan jelas apakah pengisi daya yang dibundel akan lebih kuat dari versi 5W standar.,Ketiga iPhone 11 juga diyakini bakal hadir dengan dukungan Apple Pencil.,Lebih lanjut, varian model iPhone 11 akan dijual dengan banderol harga yang tidak jauh berbeda saat Apple meluncurkan seri iPhone X tahun lalu.,Ini berarti, iPhone 11 akan dijual mulai dari Rp 13 jutaan, Max/Pro seharga Rp 14 jutaan ke atas, dan iPhone 11R seharga kisaran Rp 15 jutaan.,Terlepas dari bocoran spesifikasi dan harga trio iPhone 11 sudah muncul, kita baru mendapat konfirmasi informasi ini saat peluncuran pada 10 September 2019.,(Ysl/Why)",https://www.liputan6.com/tekno/read/4058918/ini-bocoran-spesifikasi-harga-dan-fitur-iphone-11-yang-meluncur-malam-ini
